Id	BlockId	Meta	Hardness	DropItemId	DropItemMeta	DropProbability	DropCount	DefaultHurt	DefaultDrop	HoldItemId	HoldItemHurt	DropItem	Integral	Unnamed: 14	Unnamed: 15	Unnamed: 16
142803	1428	3	100	2428	3	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	200	红色地狱砖板	200.0	√
142809	1428	9	100	2428	1	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	675	海晶石砖板	675.0	√
142810	1441	0	100	2441	0	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	1000	白色主题方块	675.0	√
142811	1441	1	100	2441	1	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	1000	橙色主题方块	675.0	√
142812	1441	2	100	2441	2	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	1000	品红色主题方块	675.0	√
142813	1441	3	100	2441	3	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	1000	浅蓝色主题方块	675.0	√
142814	1441	4	100	2441	4	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	1000	黄色主题方块	675.0	√
142815	1441	5	100	2441	5	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	1000	浅绿色主题方块	675.0	√
142816	1441	6	100	2441	6	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	1000	粉色主题方块	675.0	√
142817	1441	7	100	2441	7	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	1000	灰色主题方块	675.0	√
142818	1441	8	100	2441	8	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	1000	浅灰色主题方块	675.0	√
142819	1441	9	100	2441	9	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	1000	青色主题方块	675.0	√
142820	1441	10	100	2441	10	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	1000	紫色主题方块	675.0	√
142821	1441	11	100	2441	11	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	1000	蓝色主题方块	675.0	√
142822	1441	12	100	2441	12	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	1000	棕色主题方块	675.0	√
142823	1441	13	100	2441	13	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	1000	绿色主题方块	675.0	√
142824	1441	14	100	2441	14	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	1000	红色主题方块	675.0	√
142825	1441	15	100	2441	15	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	1000	黑色主题方块	675.0	√
142826	1442	0	100	2442	0	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	1	白色贴图方块	675.0	√
142827	1442	1	100	2442	1	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	1	橙色贴图方块	675.0	√
142828	1442	2	100	2442	2	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	1	品红色贴图方块	675.0	√
142829	1442	3	100	2442	3	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	1	浅蓝色贴图方块	675.0	√
142830	1442	4	100	2442	4	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	1	黄色贴图方块	675.0	√
142831	1442	5	100	2442	5	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	1	浅绿色贴图方块	675.0	√
142832	1442	6	100	2442	6	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	1	粉色贴图方块	675.0	√
142833	1442	7	100	2442	7	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	1	灰色贴图方块	675.0	√
142834	1442	8	100	2442	8	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	1	浅灰色贴图方块	675.0	√
142835	1442	9	100	2442	9	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	1	青色贴图方块	675.0	√
142836	1442	10	100	2442	10	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	1	紫色贴图方块	675.0	√
142837	1442	11	100	2442	11	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	1	蓝色贴图方块	675.0	√
142838	1442	12	100	2442	12	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	1	棕色贴图方块	675.0	√
142839	1442	13	100	2442	13	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	1	绿色贴图方块	675.0	√
142840	1442	14	100	2442	14	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	1	红色贴图方块	675.0	√
142841	1442	15	100	2442	15	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	1	黑色贴图方块	675.0	√
142842	1443	-1	100	2443	0	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	500	白色楼梯	675.0	√
142843	1444	-1	100	2444	0	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	500	橙色楼梯	675.0	√
142844	1445	-1	100	2445	0	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	500	品红色楼梯	675.0	√
142845	1446	-1	100	2446	0	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	500	浅蓝色楼梯	675.0	√
142846	1447	-1	100	2447	0	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	500	黄色楼梯	675.0	√
142847	1448	-1	100	2448	0	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	500	浅绿色楼梯	675.0	√
142848	1449	-1	100	2449	0	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	500	粉色楼梯	675.0	√
142849	1450	-1	100	2450	0	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	500	灰色楼梯	675.0	√
142850	1451	-1	100	2451	0	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	500	浅灰色楼梯	675.0	√
142851	1452	-1	100	2452	0	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	500	青色楼梯	675.0	√
142852	1453	-1	100	2453	0	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	500	紫色楼梯	675.0	√
142853	1454	-1	100	2454	0	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	500	蓝色楼梯	675.0	√
142854	1455	-1	100	2455	0	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	500	棕色楼梯	675.0	√
142855	1456	-1	100	2456	0	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	500	绿色楼梯	675.0	√
142856	1457	-1	100	2457	0	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	500	红色楼梯	675.0	√
142857	1458	-1	100	2458	0	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	500	黑色楼梯	675.0	√
142858	1459	0	100	2459	0	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	500	白色单层台阶	675.0	√
142859	1459	1	100	2459	1	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	500	橙色单层台阶	675.0	√
142860	1459	2	100	2459	2	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	500	品红色单层台阶	675.0	√
142861	1459	3	100	2459	3	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	500	浅蓝色单层台阶	675.0	√
142862	1459	4	100	2459	4	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	500	黄色单层台阶	675.0	√
142863	1459	5	100	2459	5	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	500	浅绿色单层台阶	675.0	√
142864	1459	6	100	2459	6	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	500	粉色单层台阶	675.0	√
142865	1459	7	100	2459	7	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	500	灰色单层台阶	675.0	√
142866	1459	8	100	2459	0	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	500	白色单层台阶上半部分		
142867	1459	9	100	2459	1	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	500	橙色单层台阶上半部分		
142868	1459	10	100	2459	2	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	500	品红色单层台阶上半部分		
142869	1459	11	100	2459	3	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	500	浅蓝色单层台阶上半部分		
142870	1459	12	100	2459	4	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	500	黄色单层台阶上半部分		
142871	1459	13	100	2459	5	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	500	浅绿色单层台阶上半部分		
142872	1459	14	100	2459	6	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	500	粉色单层台阶上半部分		
142873	1459	15	100	2459	7	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	500	灰色单层台阶上半部分		
142874	1460	0	100	2460	0	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	500	浅灰色单层台阶	675.0	√
142875	1460	1	100	2460	1	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	500	青色单层台阶	675.0	√
142876	1460	2	100	2460	2	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	500	紫色单层台阶	675.0	√
142877	1460	3	100	2460	3	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	500	蓝色单层台阶	675.0	√
142878	1460	4	100	2460	4	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	500	棕色单层台阶	675.0	√
142879	1460	5	100	2460	5	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	500	绿色单层台阶	675.0	√
142880	1460	6	100	2460	6	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	500	红色单层台阶	675.0	√
142881	1460	7	100	2460	7	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	500	黑色单层台阶	675.0	√
142882	1460	8	100	2460	0	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	500	浅灰色单层台阶上半部分		
142883	1460	9	100	2460	1	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	500	青色单层台阶上半部分		
142884	1460	10	100	2460	2	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	500	紫色单层台阶上半部分		
142885	1460	11	100	2460	3	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	500	蓝色单层台阶上半部分		
142886	1460	12	100	2460	4	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	500	棕色单层台阶上半部分		
142887	1460	13	100	2460	5	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	500	绿色单层台阶上半部分		
142888	1460	14	100	2460	6	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	500	红色单层台阶上半部分		
142889	1460	15	100	2460	7	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	500	黑色单层台阶上半部分		
142890	1461	0	100	2459	0	100	2	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	1000	白色双层台阶	675.0	√
142891	1461	1	100	2459	1	100	2	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	1000	橙色双层台阶	675.0	√
142892	1461	2	100	2459	2	100	2	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	1000	品红色双层台阶	675.0	√
142893	1461	3	100	2459	3	100	2	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	1000	浅蓝色双层台阶	675.0	√
142894	1461	4	100	2459	4	100	2	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	1000	黄色双层台阶	675.0	√
142895	1461	5	100	2459	5	100	2	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	1000	浅绿色双层台阶	675.0	√
142896	1461	6	100	2459	6	100	2	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	1000	粉色双层台阶	675.0	√
142897	1461	7	100	2459	7	100	2	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	1000	灰色双层台阶	675.0	√
142898	1462	0	100	2460	0	100	2	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	1000	浅灰色双层台阶	675.0	√
142899	1462	1	100	2460	1	100	2	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	1000	青色双层台阶	675.0	√
142900	1462	2	100	2460	2	100	2	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	1000	紫色双层台阶	675.0	√
142901	1462	3	100	2460	3	100	2	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	1000	蓝色双层台阶	675.0	√
142902	1462	4	100	2460	4	100	2	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	1000	棕色双层台阶	675.0	√
142903	1462	5	100	2460	5	100	2	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	1000	绿色双层台阶	675.0	√
142904	1462	6	100	2460	6	100	2	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	1000	红色双层台阶	675.0	√
142905	1462	7	100	2460	7	100	2	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	1000	黑色双层台阶	675.0	√
142906	1463	0	100	2802#12	0#0	100#100	1#1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	1	绿色精美礼盒\钻石	675.0	√
142907	1463	1	100	2802#12	0#0	100#100	1#1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	1	红色精美礼盒\绿宝石	675.0	√
142908	1463	2	100	2802#12	0#0	100#100	1#1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	1	黄色精美礼盒\海晶碎片	675.0	√
142909	1464	0	100	2803#12	0#0	100#100	1#1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	1	绿色普通礼盒\煤炭	675.0	√
142910	1464	1	100	2803#12	0#0	100#100	1#1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	1	红色普通礼盒\铁锭	675.0	√
142911	1464	2	100	2803#12	0#0	100#100	1#1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	1	黄色普通礼盒\沙子	675.0	√
13500	135	0	100	135	0	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	1	白桦木楼梯	1.0	√
13501	135	1	100	135	0	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	1	白桦木楼梯	1.0	√
13502	135	2	100	135	0	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	1	白桦木楼梯	1.0	√
13503	135	3	100	135	0	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	1	白桦木楼梯	1.0	√
13504	135	4	100	135	0	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	1	白桦木楼梯		
13505	135	5	100	135	0	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	1	白桦木楼梯		
13506	135	6	100	135	0	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	1	白桦木楼梯		
13507	135	7	100	135	0	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	1	白桦木楼梯		
13902	139	2	100	139	2	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	320	地狱砖墙	320.0	√
13903	139	3	100	139	3	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	400	红色地狱砖墙	400.0	√
13904	139	4	100	139	4	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	600	海晶石墙	600.0	√
142701	1427	1	100	2427	1	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	1350	海晶石砖双层板	1350.0	√
142702	1427	2	100	2427	2	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	1700	暗海晶石双层板	1700.0	√
6000	60	0	90	2	0	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	4	耕地	4.0	√
6300	63	0	100	323	0	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	7	站立留言板		
6800	68	0	100	323	0	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	7	侧置留言板		
146500	1465	0	100	2465	0	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	30000	钞票方块		
146501	1465	1	100	2465	1	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	60000	银锭方块		
146502	1465	2	100	2465	2	100	1	48	1	270#274#257#285#278#2249#2831#2832	55#70#85#105#120#330#800#800	1#1#1#1#1	90000	金条方块		
