Id	TaskSort	Level	Quality	Unnamed: 4	Title	Icon	TaskTypeId	Remarks	RemarksMeta	GoalNum	RewardIds	RewardWeigth	Weight	SortValue	GameType	StageId	Stage	Unnamed: 18	Unnamed: 19	Unnamed: 20	Unnamed: 21	Unnamed: 22	Unnamed: 23	Unnamed: 24
80302	2	#	3	2	up_product_level_task_title	set:task_and_shop.json image:product_level	110	0	0	1	4500020#40900029#11200015#26400017#4100009#35100009#35100109#35100209#35100309#35100409#35100509#35100609#35100709#35100809#35100909#35101009#35101109#35101209#35101309#35101409#141900007	1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1	23	297	#	8	35#38	升级矿机		升级矿机	将任意矿机等级提升一级			
80303	2	#	3	3	kill_monster_task_title1	set:task_and_shop.json image:kill_monster	108	4002	0	3	4500020#40900029#11200015#26400017#4100009#35100009#35100109#35100209#35100309#35100409#35100509#35100609#35100709#35100809#35100909#35101009#35101109#35101209#35101309#35101409#141900007	1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1	23	298	#	8	35#38	杀怪	骷髅	杀怪	在矿区击杀3个骷髅			
80304	2	#	3	4	look_ad_task_title	set:task_and_shop.json image:look_ad	107	0	0	1	4500020#40900029#11200015#26400017#4100009#35100009#35100109#35100209#35100309#35100409#35100509#35100609#35100709#35100809#35100909#35101009#35101109#35101209#35101309#35101409#141900007	1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1	50	299	#	8	35#38	看广告		看广告	观看一则广告，轻松获取奖励			
80401	2	#	4	1	kill_player_task_title	set:task_and_shop.json image:kill_player	112	0	0	2	4500031#40900045#11200023#26400027#4100014#35100015#35100115#35100215#35100315#35100415#35100515#35100615#35100715#35100815#35100915#35101015#35101115#35101215#35101315#35101415#141900011	1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1	20	300	#	8	35#38	PVP		PVP	在矿区击败2个玩家			
80402	2	#	4	2	kill_monster_task_title2	set:task_and_shop.json image:kill_monster	108	4003	0	2	4500031#40900045#11200023#26400027#4100014#35100015#35100115#35100215#35100315#35100415#35100515#35100615#35100715#35100815#35100915#35101015#35101115#35101215#35101315#35101415#141900011	1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1	20	301	#	8	35#38	杀怪	僵尸	杀怪	在矿区击杀2个僵尸			
80403	2	#	4	3	kill_monster_task_title3	set:task_and_shop.json image:kill_monster	108	4004	0	1	4500031#40900045#11200023#26400027#4100014#35100015#35100115#35100215#35100315#35100415#35100515#35100615#35100715#35100815#35100915#35101015#35101115#35101215#35101315#35101415#141900011	1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1	20	302	#	8	35#38	杀怪	凋零	杀怪	在矿区击杀1个凋零			
80404	2	#	4	4	look_ad_task_title	set:task_and_shop.json image:look_ad	107	0	0	1	4500031#40900045#11200023#26400027#4100014#35100015#35100115#35100215#35100315#35100415#35100515#35100615#35100715#35100815#35100915#35101015#35101115#35101215#35101315#35101415#141900011	1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1	40	303	#	8	35#38	看广告		看广告	观看一则广告，轻松获取奖励			
90101	2	#	1	1	create_task_title	set:task_and_shop.json image:crafting	102	108	0	2	15500049#4500010#26600041#40900014#11200007#26400008	1#1#1#1#1#1	57	308	#	9	39#42	合成	砖块楼梯	合成	合成2个砖块楼梯			
90102	2	#	1	2	create_task_title	set:task_and_shop.json image:crafting	102	44	0	4	15500049#4500010#26600041#40900014#11200007#26400008	1#1#1#1#1#1	57	309	#	9	39#42	合成	地狱砖板	合成	合成4个地狱砖板			
90103	2	#	1	3	collect_task_title	set:task_and_shop.json image:collect_block	101	87	0	3	15500049#4500010#26600041#40900014#11200007#26400008	1#1#1#1#1#1	57	310	#	9	39#42	收集	地狱岩	收集方块	收集3个地狱岩			
90104	2	#	1	4	collect_task_title	set:task_and_shop.json image:collect_block	101	35	0	8	15500049#4500010#26600041#40900014#11200007#26400008	1#1#1#1#1#1	57	311	#	9	39#42	收集	白色羊毛	收集方块	收集8个白色羊毛			
90105	2	#	1	5	kill_monster_task_title0	set:task_and_shop.json image:kill_monster	108	4001	0	3	15500049#4500010#26600041#40900014#11200007#26400008	1#1#1#1#1#1	57	312	#	9	39#42	杀怪	恶魂	杀怪	在矿区击杀3个恶魂			
90106	2	#	1	6	collect_task_title	set:task_and_shop.json image:collect_block	101	172	0	5	15500049#4500010#26600041#40900014#11200007#26400008	1#1#1#1#1#1	57	313	#	9	39#42	收集	陶瓦	收集方块	收集5个陶瓦			
90107	2	#	1	7	collect_task_title	set:task_and_shop.json image:collect_food	101	2500	0	5	15500049#4500010#26600041#40900014#11200007#26400008	1#1#1#1#1#1	57	314	#	9	39#42	收集	骨粉	收集农作物	收集5个骨粉			
90201	2	#	2	1	collect_task_title	set:task_and_shop.json image:collect_food	101	2297	0	10	4500014#26600057#40900020#11200010#26400012#4100006#35100006#35100106#35100206#35100306#35100406#35100506#35100606#35100706#35100806#35100906#35101006#35101106#35101206#35101306#35101406#141900005	1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1	48	315	#	9	39#42	收集	番茄	收集农作物	收集10个番茄			
90202	2	#	2	2	collect_task_title	set:task_and_shop.json image:collect_block	101	57	0	3	4500014#26600057#40900020#11200010#26400012#4100006#35100006#35100106#35100206#35100306#35100406#35100506#35100606#35100706#35100806#35100906#35101006#35101106#35101206#35101306#35101406#141900005	1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1	48	316	#	9	39#42	收集	钻石块	收集方块	收集3个钻石块			
90203	2	#	2	3	collect_task_title	set:task_and_shop.json image:collect_block	101	89	0	1	4500014#26600057#40900020#11200010#26400012#4100006#35100006#35100106#35100206#35100306#35100406#35100506#35100606#35100706#35100806#35100906#35101006#35101106#35101206#35101306#35101406#141900005	1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1	48	317	#	9	39#42	收集	萤石	收集方块	收集1个萤石			
90204	2	#	2	4	create_task_title	set:task_and_shop.json image:crafting	102	2428	0	4	4500014#26600057#40900020#11200010#26400012#4100006#35100006#35100106#35100206#35100306#35100406#35100506#35100606#35100706#35100806#35100906#35101006#35101106#35101206#35101306#35101406#141900005	1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1	48	318	#	9	39#42	合成	海晶石砖板	合成	合成4个海晶石砖板			
90205	2	#	2	5	look_ad_task_title	set:task_and_shop.json image:look_ad	107	0	0	1	4500014#26600057#40900020#11200010#26400012#4100006#35100006#35100106#35100206#35100306#35100406#35100506#35100606#35100706#35100806#35100906#35101006#35101106#35101206#35101306#35101406#141900005	1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1	190	319	#	9	39#42	看广告		看广告	观看一则广告，轻松获取奖励			
90301	2	#	3	1	collect_task_title	set:task_and_shop.json image:collect_block	101	133	0	3	4500025#40900035#11200018#26400021#4100011#35100012#35100112#35100212#35100312#35100412#35100512#35100612#35100712#35100812#35100912#35101012#35101112#35101212#35101312#35101412#141900008	1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1	23	320	#	9	39#42	收集	绿宝石块	收集方块	收集3个绿宝石块			
90302	2	#	3	2	create_task_title	set:task_and_shop.json image:crafting	102	2424	0	2	4500025#40900035#11200018#26400021#4100011#35100012#35100112#35100212#35100312#35100412#35100512#35100612#35100712#35100812#35100912#35101012#35101112#35101212#35101312#35101412#141900008	1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1	23	321	#	9	39#42	合成	海晶石砖楼梯	合成	合成2个海晶石砖楼梯			
90303	2	#	3	3	kill_monster_task_title1	set:task_and_shop.json image:kill_monster	108	4002	0	3	4500025#40900035#11200018#26400021#4100011#35100012#35100112#35100212#35100312#35100412#35100512#35100612#35100712#35100812#35100912#35101012#35101112#35101212#35101312#35101412#141900008	1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1	23	322	#	9	39#42	杀怪	骷髅	杀怪	在矿区击杀3个骷髅			
90304	2	#	3	4	look_ad_task_title	set:task_and_shop.json image:look_ad	107	0	0	1	4500025#40900035#11200018#26400021#4100011#35100012#35100112#35100212#35100312#35100412#35100512#35100612#35100712#35100812#35100912#35101012#35101112#35101212#35101312#35101412#141900008	1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1	50	323	#	9	39#42	看广告		看广告	观看一则广告，轻松获取奖励			
90401	2	#	4	1	kill_player_task_title	set:task_and_shop.json image:kill_player	112	0	0	2	4500038#40900054#11200028#26400032#4100017#35100018#35100118#35100218#35100318#35100418#35100518#35100618#35100718#35100818#35100918#35101018#35101118#35101218#35101318#35101418#141900013	1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1	20	324	#	9	39#42	PVP		PVP	在矿区击败2个玩家			
90402	2	#	4	2	kill_monster_task_title3	set:task_and_shop.json image:kill_monster	108	4004	0	1	4500038#40900054#11200028#26400032#4100017#35100018#35100118#35100218#35100318#35100418#35100518#35100618#35100718#35100818#35100918#35101018#35101118#35101218#35101318#35101418#141900013	1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1	20	325	#	9	39#42	杀怪	凋零	杀怪	在矿区击杀1个凋零			
90403	2	#	4	3	kill_monster_task_title2	set:task_and_shop.json image:kill_monster	108	4003	0	3	4500038#40900054#11200028#26400032#4100017#35100018#35100118#35100218#35100318#35100418#35100518#35100618#35100718#35100818#35100918#35101018#35101118#35101218#35101318#35101418#141900013	1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1	20	326	#	9	39#42	杀怪	僵尸	杀怪	在矿区击杀3个僵尸			
90404	2	#	4	4	look_ad_task_title	set:task_and_shop.json image:look_ad	107	0	0	1	4500038#40900054#11200028#26400032#4100017#35100018#35100118#35100218#35100318#35100418#35100518#35100618#35100718#35100818#35100918#35101018#35101118#35101218#35101318#35101418#141900013	1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1	40	327	#	9	39#42	看广告		看广告	观看一则广告，轻松获取奖励			
100101	2	#	1	1	create_task_title	set:task_and_shop.json image:crafting	102	108	0	2	15500058#4500012#26600048#40900017#11200009#26400010#4100005#35100005#35100105#35100205#35100305#35100405#35100505#35100605#35100705#35100805#35100905#35101005#35101105#35101205#35101305#35101405	1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1	57	332	#	10	44#48	合成	砖块楼梯	合成	合成2个砖块楼梯			
100102	2	#	1	2	create_task_title	set:task_and_shop.json image:crafting	102	44	0	4	15500058#4500012#26600048#40900017#11200009#26400010#4100005#35100005#35100105#35100205#35100305#35100405#35100505#35100605#35100705#35100805#35100905#35101005#35101105#35101205#35101305#35101405	1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1	57	333	#	10	44#48	合成	地狱砖板	合成	合成4个地狱砖板			
100103	2	#	1	3	collect_task_title	set:task_and_shop.json image:collect_block	101	87	0	3	15500058#4500012#26600048#40900017#11200009#26400010#4100005#35100005#35100105#35100205#35100305#35100405#35100505#35100605#35100705#35100805#35100905#35101005#35101105#35101205#35101305#35101405	1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1	57	334	#	10	44#48	收集	地狱岩	收集方块	收集3个地狱岩			
100104	2	#	1	4	collect_task_title	set:task_and_shop.json image:collect_block	101	35	0	8	15500058#4500012#26600048#40900017#11200009#26400010#4100005#35100005#35100105#35100205#35100305#35100405#35100505#35100605#35100705#35100805#35100905#35101005#35101105#35101205#35101305#35101405	1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1	57	335	#	10	44#48	收集	白色羊毛	收集方块	收集8个白色羊毛			
100105	2	#	1	5	kill_monster_task_title0	set:task_and_shop.json image:kill_monster	108	4001	0	3	15500058#4500012#26600048#40900017#11200009#26400010#4100005#35100005#35100105#35100205#35100305#35100405#35100505#35100605#35100705#35100805#35100905#35101005#35101105#35101205#35101305#35101405	1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1	57	336	#	10	44#48	杀怪	恶魂	杀怪	在矿区击杀3个恶魂			
100106	2	#	1	6	collect_task_title	set:task_and_shop.json image:collect_block	101	172	0	5	15500058#4500012#26600048#40900017#11200009#26400010#4100005#35100005#35100105#35100205#35100305#35100405#35100505#35100605#35100705#35100805#35100905#35101005#35101105#35101205#35101305#35101405	1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1	57	337	#	10	44#48	收集	陶瓦	收集方块	收集5个陶瓦			
100107	2	#	1	7	collect_task_title	set:task_and_shop.json image:collect_food	101	2500	0	5	15500058#4500012#26600048#40900017#11200009#26400010#4100005#35100005#35100105#35100205#35100305#35100405#35100505#35100605#35100705#35100805#35100905#35101005#35101105#35101205#35101305#35101405	1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1	57	338	#	10	44#48	收集	骨粉	收集农作物	收集5个骨粉			
100201	2	#	2	1	collect_task_title	set:task_and_shop.json image:collect_food	101	2297	0	10	4500016#40900024#11200012#26400014#4100007#35100008#35100108#35100208#35100308#35100408#35100508#35100608#35100708#35100808#35100908#35101008#35101108#35101208#35101308#35101408#141900006	1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1	48	339	#	10	44#48	收集	番茄	收集农作物	收集10个番茄			
100202	2	#	2	2	collect_task_title	set:task_and_shop.json image:collect_block	101	57	0	3	4500016#40900024#11200012#26400014#4100007#35100008#35100108#35100208#35100308#35100408#35100508#35100608#35100708#35100808#35100908#35101008#35101108#35101208#35101308#35101408#141900006	1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1	48	340	#	10	44#48	收集	钻石块	收集方块	收集3个钻石块			
100203	2	#	2	3	collect_task_title	set:task_and_shop.json image:collect_block	101	89	0	1	4500016#40900024#11200012#26400014#4100007#35100008#35100108#35100208#35100308#35100408#35100508#35100608#35100708#35100808#35100908#35101008#35101108#35101208#35101308#35101408#141900006	1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1	48	341	#	10	44#48	收集	萤石	收集方块	收集1个萤石			
100204	2	#	2	4	create_task_title	set:task_and_shop.json image:crafting	102	2428	0	4	4500016#40900024#11200012#26400014#4100007#35100008#35100108#35100208#35100308#35100408#35100508#35100608#35100708#35100808#35100908#35101008#35101108#35101208#35101308#35101408#141900006	1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1	48	342	#	10	44#48	合成	海晶石砖板	合成	合成4个海晶石砖板			
100205	2	#	2	5	look_ad_task_title	set:task_and_shop.json image:look_ad	107	0	0	1	4500016#40900024#11200012#26400014#4100007#35100008#35100108#35100208#35100308#35100408#35100508#35100608#35100708#35100808#35100908#35101008#35101108#35101208#35101308#35101408#141900006	1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1	190	343	#	10	44#48	看广告		看广告	观看一则广告，轻松获取奖励			
100301	2	#	3	1	collect_task_title	set:task_and_shop.json image:collect_block	101	133	0	3	4500029#40900042#11200022#26400025#4100013#35100014#35100114#35100214#35100314#35100414#35100514#35100614#35100714#35100814#35100914#35101014#35101114#35101214#35101314#35101414#141900010	1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1	23	344	#	10	44#48	收集	绿宝石块	收集方块	收集3个绿宝石块			
100302	2	#	3	2	create_task_title	set:task_and_shop.json image:crafting	102	2424	0	2	4500029#40900042#11200022#26400025#4100013#35100014#35100114#35100214#35100314#35100414#35100514#35100614#35100714#35100814#35100914#35101014#35101114#35101214#35101314#35101414#141900010	1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1	23	345	#	10	44#48	合成	海晶石砖楼梯	合成	合成2个海晶石砖楼梯			
100303	2	#	3	3	kill_monster_task_title1	set:task_and_shop.json image:kill_monster	108	4002	0	3	4500029#40900042#11200022#26400025#4100013#35100014#35100114#35100214#35100314#35100414#35100514#35100614#35100714#35100814#35100914#35101014#35101114#35101214#35101314#35101414#141900010	1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1	23	346	#	10	44#48	杀怪	骷髅	杀怪	在矿区击杀3个骷髅			
100304	2	#	3	4	look_ad_task_title	set:task_and_shop.json image:look_ad	107	0	0	1	4500029#40900042#11200022#26400025#4100013#35100014#35100114#35100214#35100314#35100414#35100514#35100614#35100714#35100814#35100914#35101014#35101114#35101214#35101314#35101414#141900010	1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1	50	347	#	10	44#48	看广告		看广告	观看一则广告，轻松获取奖励			
100401	2	#	4	1	kill_player_task_title	set:task_and_shop.json image:kill_player	112	0	0	2	4500045#40900064#11200034#26400038#4100020#35100021#35100121#35100221#35100321#35100421#35100521#35100621#35100721#35100821#35100921#35101021#35101121#35101221#35101321#35101421#141900016	1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1	20	348	#	10	44#48	PVP		PVP	在矿区击败2个玩家			
100402	2	#	4	2	kill_monster_task_title3	set:task_and_shop.json image:kill_monster	108	4004	0	1	4500045#40900064#11200034#26400038#4100020#35100021#35100121#35100221#35100321#35100421#35100521#35100621#35100721#35100821#35100921#35101021#35101121#35101221#35101321#35101421#141900016	1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1	20	349	#	10	44#48	杀怪	凋零	杀怪	在矿区击杀1个凋零			
100403	2	#	4	3	kill_monster_task_title2	set:task_and_shop.json image:kill_monster	108	4003	0	3	4500045#40900064#11200034#26400038#4100020#35100021#35100121#35100221#35100321#35100421#35100521#35100621#35100721#35100821#35100921#35101021#35101121#35101221#35101321#35101421#141900016	1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1	20	350	#	10	44#48	杀怪	僵尸	杀怪	在矿区击杀3个僵尸			
100404	2	#	4	4	look_ad_task_title	set:task_and_shop.json image:look_ad	107	0	0	1	4500045#40900064#11200034#26400038#4100020#35100021#35100121#35100221#35100321#35100421#35100521#35100621#35100721#35100821#35100921#35101021#35101121#35101221#35101321#35101421#141900016	1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1	40	351	#	10	44#48	看广告		看广告	观看一则广告，轻松获取奖励			
110101	2	#	1	1	create_task_title	set:task_and_shop.json image:crafting	102	108	0	2	4500013#26600055#40900019#11200010#26400011#4100006#35100006#35100106#35100206#35100306#35100406#35100506#35100606#35100706#35100806#35100906#35101006#35101106#35101206#35101306#35101406	1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1	57	356	#	11	49#99998	合成	砖块楼梯	合成	合成2个砖块楼梯			
110102	2	#	1	2	create_task_title	set:task_and_shop.json image:crafting	102	44	0	4	4500013#26600055#40900019#11200010#26400011#4100006#35100006#35100106#35100206#35100306#35100406#35100506#35100606#35100706#35100806#35100906#35101006#35101106#35101206#35101306#35101406	1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1	57	357	#	11	49#99998	合成	地狱砖板	合成	合成4个地狱砖板			
110103	2	#	1	3	collect_task_title	set:task_and_shop.json image:collect_block	101	87	0	3	4500013#26600055#40900019#11200010#26400011#4100006#35100006#35100106#35100206#35100306#35100406#35100506#35100606#35100706#35100806#35100906#35101006#35101106#35101206#35101306#35101406	1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1	57	358	#	11	49#99998	收集	地狱岩	收集方块	收集3个地狱岩			
110104	2	#	1	4	collect_task_title	set:task_and_shop.json image:collect_block	101	35	0	8	4500013#26600055#40900019#11200010#26400011#4100006#35100006#35100106#35100206#35100306#35100406#35100506#35100606#35100706#35100806#35100906#35101006#35101106#35101206#35101306#35101406	1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1	57	359	#	11	49#99998	收集	白色羊毛	收集方块	收集8个白色羊毛			
110105	2	#	1	5	kill_monster_task_title0	set:task_and_shop.json image:kill_monster	108	4001	0	3	4500013#26600055#40900019#11200010#26400011#4100006#35100006#35100106#35100206#35100306#35100406#35100506#35100606#35100706#35100806#35100906#35101006#35101106#35101206#35101306#35101406	1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1	57	360	#	11	49#99998	杀怪	恶魂	杀怪	在矿区击杀3个恶魂			
110106	2	#	1	6	collect_task_title	set:task_and_shop.json image:collect_block	101	172	0	5	4500013#26600055#40900019#11200010#26400011#4100006#35100006#35100106#35100206#35100306#35100406#35100506#35100606#35100706#35100806#35100906#35101006#35101106#35101206#35101306#35101406	1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1	57	361	#	11	49#99998	收集	陶瓦	收集方块	收集5个陶瓦			
110107	2	#	1	7	collect_task_title	set:task_and_shop.json image:collect_food	101	2500	0	5	4500013#26600055#40900019#11200010#26400011#4100006#35100006#35100106#35100206#35100306#35100406#35100506#35100606#35100706#35100806#35100906#35101006#35101106#35101206#35101306#35101406	1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1	57	362	#	11	49#99998	收集	骨粉	收集农作物	收集5个骨粉			
110201	2	#	2	1	collect_task_title	set:task_and_shop.json image:collect_food	101	2297	0	10	4500019#40900027#11200014#26400016#4100008#35100009#35100109#35100209#35100309#35100409#35100509#35100609#35100709#35100809#35100909#35101009#35101109#35101209#35101309#35101409#141900006	1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1	48	363	#	11	49#99998	收集	番茄	收集农作物	收集10个番茄			
110202	2	#	2	2	collect_task_title	set:task_and_shop.json image:collect_block	101	57	0	3	4500019#40900027#11200014#26400016#4100008#35100009#35100109#35100209#35100309#35100409#35100509#35100609#35100709#35100809#35100909#35101009#35101109#35101209#35101309#35101409#141900006	1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1	48	364	#	11	49#99998	收集	钻石块	收集方块	收集3个钻石块			
110203	2	#	2	3	collect_task_title	set:task_and_shop.json image:collect_block	101	89	0	1	4500019#40900027#11200014#26400016#4100008#35100009#35100109#35100209#35100309#35100409#35100509#35100609#35100709#35100809#35100909#35101009#35101109#35101209#35101309#35101409#141900006	1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1	48	365	#	11	49#99998	收集	萤石	收集方块	收集1个萤石			
110204	2	#	2	4	create_task_title	set:task_and_shop.json image:crafting	102	2428	0	4	4500019#40900027#11200014#26400016#4100008#35100009#35100109#35100209#35100309#35100409#35100509#35100609#35100709#35100809#35100909#35101009#35101109#35101209#35101309#35101409#141900006	1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1	48	366	#	11	49#99998	合成	海晶石砖板	合成	合成4个海晶石砖板			
110205	2	#	2	5	look_ad_task_title	set:task_and_shop.json image:look_ad	107	0	0	1	4500019#40900027#11200014#26400016#4100008#35100009#35100109#35100209#35100309#35100409#35100509#35100609#35100709#35100809#35100909#35101009#35101109#35101209#35101309#35101409#141900006	1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1	190	367	#	11	49#99998	看广告		看广告	观看一则广告，轻松获取奖励			
110301	2	#	3	1	collect_task_title	set:task_and_shop.json image:collect_block	101	133	0	3	4500033#40900048#11200025#26400028#4100015#35100016#35100116#35100216#35100316#35100416#35100516#35100616#35100716#35100816#35100916#35101016#35101116#35101216#35101316#35101416#141900012	1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1	23	368	#	11	49#99998	收集	绿宝石块	收集方块	收集3个绿宝石块			
110302	2	#	3	2	create_task_title	set:task_and_shop.json image:crafting	102	2424	0	2	4500033#40900048#11200025#26400028#4100015#35100016#35100116#35100216#35100316#35100416#35100516#35100616#35100716#35100816#35100916#35101016#35101116#35101216#35101316#35101416#141900012	1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1	23	369	#	11	49#99998	合成	海晶石砖楼梯	合成	合成2个海晶石砖楼梯			
110303	2	#	3	3	kill_monster_task_title1	set:task_and_shop.json image:kill_monster	108	4002	0	3	4500033#40900048#11200025#26400028#4100015#35100016#35100116#35100216#35100316#35100416#35100516#35100616#35100716#35100816#35100916#35101016#35101116#35101216#35101316#35101416#141900012	1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1	23	370	#	11	49#99998	杀怪	骷髅	杀怪	在矿区击杀3个骷髅			
110304	2	#	3	4	look_ad_task_title	set:task_and_shop.json image:look_ad	107	0	0	1	4500033#40900048#11200025#26400028#4100015#35100016#35100116#35100216#35100316#35100416#35100516#35100616#35100716#35100816#35100916#35101016#35101116#35101216#35101316#35101416#141900012	1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1	50	371	#	11	49#99998	看广告		看广告	观看一则广告，轻松获取奖励			
110401	2	#	4	1	kill_player_task_title	set:task_and_shop.json image:kill_player	112	0	0	2	4500052#11200039#26400044#4100023#35100024#35100124#35100224#35100324#35100424#35100524#35100624#35100724#35100824#35100924#35101024#35101124#35101224#35101324#35101424#141900018	1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1	20	372	#	11	49#99998	PVP		PVP	在矿区击败2个玩家			
110402	2	#	4	2	kill_monster_task_title3	set:task_and_shop.json image:kill_monster	108	4004	0	1	4500052#11200039#26400044#4100023#35100024#35100124#35100224#35100324#35100424#35100524#35100624#35100724#35100824#35100924#35101024#35101124#35101224#35101324#35101424#141900018	1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1	20	373	#	11	49#99998	杀怪	凋零	杀怪	在矿区击杀1个凋零			
110403	2	#	4	3	kill_monster_task_title2	set:task_and_shop.json image:kill_monster	108	4003	0	3	4500052#11200039#26400044#4100023#35100024#35100124#35100224#35100324#35100424#35100524#35100624#35100724#35100824#35100924#35101024#35101124#35101224#35101324#35101424#141900018	1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1	20	374	#	11	49#99998	杀怪	僵尸	杀怪	在矿区击杀3个僵尸			
110404	2	#	4	4	look_ad_task_title	set:task_and_shop.json image:look_ad	107	0	0	1	4500052#11200039#26400044#4100023#35100024#35100124#35100224#35100324#35100424#35100524#35100624#35100724#35100824#35100924#35101024#35101124#35101224#35101324#35101424#141900018	1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1	40	375	#	11	49#99998	看广告		看广告	观看一则广告，轻松获取奖励			
